eBike,Pos,No.,Name,Team,Class,Time,Behind,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Stage 1  : Best,,Run 1,Run 2,Run 3,Run 4,Run 5,,Stage 2: Best,Run 1,Run 2,Run 3,Run 4,,,Stage 3: Best,,,,,,,,,,,,,,,,,,
E,57th,94,David Park,Team jj,Ebike | Male 35-49,06:50.0,+1:06.22,02:10.8,02:00.9, , , , , , ,02:00.9,61st,+0:21.08,02:23.8,02:12.3, , , , , , ,02:12.3,37th,+0:17.00,01:13.0, , , , ,01:13.0,62nd,+0:11.76,01:39.2,01:23.8, , , , , ,01:23.8,76th,+0:23.56
E,58th,132,Zak ReesInstagram, ,Ebike | Male Under 35,06:51.4,+1:07.68,02:12.5,02:11.1,01:57.5, , , , , ,01:57.5,43rd,+0:17.59,02:41.3,02:17.7, , , , , , ,02:17.7,55th,+0:22.40,01:12.1,01:12.5, , , ,01:12.1,57th,+0:10.91,01:24.2, , , , , , ,01:24.2,78th,+0:23.96
E,59th,162,Jordan Phillips,Drop in,Ebike | Male Under 35,06:52.2,+1:08.38,02:12.7,02:09.4,02:02.6,04:00.4,01:58.5,02:01.9, , ,01:58.5,51st,+0:18.69,03:46.8,02:24.0, , , , , , ,02:24.0,70th,+0:28.71,01:17.9,01:10.6, , , ,01:10.6,48th,+0:09.41,01:30.0,01:19.0, , , , , ,01:19.0,62nd,+0:18.75
E,60th,309,Sam Clarke, ,Ebike | Male 35-49,06:52.6,+1:08.83,02:07.2,01:59.9, , , , , , ,01:59.9,54th,+0:19.99,02:32.1,02:22.5, , , , , , ,02:22.5,68th,+0:27.21,01:13.5,01:15.7, , , ,01:13.5,64th,+0:12.31,01:23.8,01:16.8, , , , , ,01:16.8,52nd,+0:16.50
E,61st,70,Tim Milsom,Zerobikes,Ebike | Male 35-49,06:53.5,+1:09.68,02:37.0,02:09.3,02:00.9, , , , , ,02:00.9,62nd,+0:21.09,02:40.1,02:23.9,02:22.3, , , , , ,02:22.3,67th,+0:26.96,01:17.5,01:14.6, , , ,01:14.6,74th,+0:13.41,01:43.7,01:30.2,01:15.7,01:17.3, , , ,01:15.7,48th,+0:15.40
E,62nd,18,Ian Bray,"MIJ Downhill, royal racing, 7idp, kingud",Ebike | Male 50-59,06:54.5,+1:10.73,02:12.1,02:01.7,01:58.0, , , , , ,01:58.0,48th,+0:18.14,02:46.5,02:21.7, , , , , , ,02:21.7,65th,+0:26.41,01:20.4,01:15.4,01:13.7, , ,01:13.7,68th,+0:12.51,01:26.8,01:21.1,01:46.2, , , , ,01:21.1,69th,+0:20.85
E,63rd,25,Oliver Elliott,FOD Night Riders,Ebike | Male 35-49,06:55.5,+1:11.69,02:19.7,02:04.1, , , , , , ,02:04.1,72nd,+0:24.24,02:36.9,02:23.4, , , , , , ,02:23.4,69th,+0:28.11,01:14.2,01:16.2,01:13.1, , ,01:13.1,63rd,+0:11.92,01:29.1,01:24.9,01:14.8, , , , ,01:14.8,47th,+0:14.60
E,64th,323,Kai Bush,Gnar Mech Cycles,Ebike | Male Under 35,06:55.8,+1:12.00,02:24.4,02:28.7,02:01.7, , , , , ,02:01.7,65th,+0:21.80,02:42.9,02:24.4, , , , , , ,02:24.4,72nd,+0:29.07,01:15.6,01:12.0, , , ,01:12.0,56th,+0:10.81,01:31.9,01:17.7, , , , , ,01:17.7,57th,+0:17.50
E,65th,187,Joe Ruck,Zerobikes,Ebike | Male Under 35,06:56.1,+1:12.31,02:27.5,02:08.2,02:05.5, , , , , ,02:05.5,77th,+0:25.65,02:27.9,02:20.3, , , , , , ,02:20.3,60th,+0:25.02,01:17.2,01:12.8, , , ,01:12.8,58th=,+0:11.61,01:26.1,01:29.9,01:17.5, , , , ,01:17.5,55th,+0:17.21
E,66th,174,Charlie Cooke, ,Ebike | Male Under 35,06:57.1,+1:13.35,04:12.4,02:10.8,02:02.8, , , , , ,02:02.8,70th,+0:22.95,02:25.8,02:24.2, , , , , , ,02:24.2,71st,+0:28.91,01:10.8, , , , ,01:10.8,50th,+0:09.62,01:48.9,01:19.3,02:17.8, , , , ,01:19.3,63rd,+0:19.05
E,67th,283,Robbie Deverill-Thomas,Clydach MTB,Ebike | Male 35-49,06:57.2,+1:13.40,02:16.2,02:08.5,02:05.5, , , , , ,02:05.5,76th,+0:25.64,02:34.1,02:25.6,02:25.7, , , , , ,02:25.6,75th,+0:30.27,01:13.2,01:13.5,01:13.2,01:11.3, ,01:11.3,53rd,+0:10.11,01:27.3,01:21.9,01:14.8, , , , ,01:14.8,46th,+0:14.56
E,68th,173,Jay DowlingInstagram, ,Ebike | Male Under 35,06:58.9,+1:15.14,04:02.2,02:07.4,02:13.1,02:03.9,02:09.9,02:00.0, , ,02:00.0,57th,+0:20.14,02:24.7,02:23.8,02:20.9, , , , , ,02:20.9,61st,+0:25.62,01:16.1,01:16.1, , , ,01:16.1,80th,+0:14.91,01:24.3,01:21.9,01:38.8, , , , ,01:21.9,71st,+0:21.65
E,69th,66,Liam WilliamsInstagram,Bwl MTB,Ebike | Male Under 35,07:00.4,+1:16.58,02:10.8,02:00.5,01:56.2,01:56.1, , , , ,01:56.1,36th,+0:16.24,03:11.8,02:20.9,02:15.8,02:50.5, , , , ,02:15.8,48th,+0:20.46,01:12.9, , , , ,01:12.9,60th=,+0:11.71,01:35.6, , , , , , ,01:35.6,97th,+0:35.35
E,70th,168,Tim Bridges, ,Ebike | Male 50-59,07:03.5,+1:19.75,02:14.6,02:07.7,02:08.5,02:07.4, , , , ,02:07.4,80th,+0:27.54,02:24.7,02:26.5,02:19.7, , , , , ,02:19.7,59th,+0:24.41,01:17.7,01:17.6,01:14.1, , ,01:14.1,72nd,+0:12.92,01:43.8,01:22.3,01:26.1, , , , ,01:22.3,72nd,+0:22.06
E,71st,85,Richard Williams,Team jj,Ebike | Male 50-59,07:04.2,+1:20.39,02:16.5,02:02.0, , , , , , ,02:02.0,66th,+0:22.14,02:33.1,02:22.1, , , , , , ,02:22.1,66th,+0:26.80,01:16.5,01:48.1, , , ,01:16.5,81st,+0:15.32,01:34.2,01:23.6, , , , , ,01:23.6,74th,+0:23.31
E,72nd,250,David LaceyInstagram,Sunday Club Biking do oo,Ebike | Male Under 35,07:05.2,+1:21.47,02:09.1,02:03.1,02:02.2,02:08.6, , , , ,02:02.2,67th,+0:22.34,02:29.3,02:28.4, , , , , , ,02:28.4,81st,+0:33.11,01:16.9,01:14.0,01:14.4, , ,01:14.0,70th,+0:12.76,01:30.7,01:20.7, , , , , ,01:20.7,68th,+0:20.44
E,73rd,396,Jamie Lynn, ,Ebike | Male 35-49,07:05.8,+1:22.07,02:13.0,02:03.3, , , , , , ,02:03.3,71st,+0:23.43,02:28.0,02:28.2, , , , , , ,02:28.0,80th,+0:32.71,01:16.6, , , , ,01:16.6,82nd,+0:15.41,01:31.4,01:18.0, , , , , ,01:18.0,58th,+0:17.70
E,74th,373,James RansonInstagram,Drop in,Ebike | Male 35-49,07:06.1,+1:22.32,02:19.0,02:08.5,02:07.5,02:01.4,01:59.5,01:59.1,02:10.1,01:54.8,01:54.8,34th,+0:14.89,02:51.4,02:33.9, , , , , , ,02:33.9,91st,+0:38.56,01:16.9,01:13.6, , , ,01:13.6,66th,+0:12.41,01:33.1,01:23.9, , , , , ,01:23.9,77th,+0:23.64
E,75th,366,James Bracey,Cannondale / Tailfin,Ebike | Male 35-49,07:06.2,+1:22.45,02:12.5,02:04.5, , , , , , ,02:04.5,74th,+0:24.60,02:33.8, , , , , , , ,02:33.8,90th,+0:38.46,01:14.9,01:15.4,01:13.7, , ,01:13.7,67th,+0:12.47,01:23.7,01:22.2,01:14.4,01:17.9, , , ,01:14.4,42nd,+0:14.10
E,76th,109,Jon Hanby,Ace Mcool Racing,Ebike | Male 35-49,07:08.1,+1:24.33,02:27.6,02:07.7, , , , , , ,02:07.7,81st,+0:27.84,02:34.6,02:21.0, , , , , , ,02:21.0,62nd,+0:25.71,01:17.0,01:14.4, , , ,01:14.4,73rd,+0:13.16,01:40.5,01:25.1, , , , , ,01:25.1,81st,+0:24.80
E,77th,38,Gareth Williams, ,Ebike | Male 35-49,07:10.1,+1:26.33,02:25.5,02:15.6,02:05.9,02:11.3, , , , ,02:05.9,78th,+0:25.99,02:27.5,02:19.2,02:22.1, , , , , ,02:19.2,58th,+0:23.90,01:21.0,01:17.3, , , ,01:17.3,85th,+0:16.06,01:59.5,01:27.8,01:34.2, , , , ,01:27.8,84th,+0:27.56
E,78th,338,Simon Coventry,sicomtbproducts.com,Ebike | Male 50-59,07:10.4,+1:26.59,02:09.1, , , , , , , ,02:09.1,86th,+0:29.19,02:29.0, , , , , , , ,02:29.0,82nd,+0:33.71,01:14.0,01:17.0, , , ,01:14.0,71st,+0:12.81,01:19.5,01:18.3,01:19.3,01:57.9, , , ,01:18.3,59th=,+0:18.06
E,79th,399,Josh Clark, ,Ebike | Male Under 35,07:18.8,+1:35.06,02:23.8,02:11.1,02:08.7, , , , , ,02:08.7,85th,+0:28.79,02:38.4,02:57.0,02:25.3, , , , , ,02:25.3,74th,+0:30.06,01:17.3, , , , ,01:17.3,86th,+0:16.10,01:27.5, , , , , , ,01:27.5,83rd,+0:27.29
E,80th,286,Joe Ringrose,Jam Splits,Ebike | Male Under 35,07:18.9,+1:35.09,02:49.5,02:13.4,02:08.5, , , , , ,02:08.5,84th,+0:28.60,02:40.8,02:25.8, , , , , , ,02:25.8,76th,+0:30.55,01:21.2,01:16.7,01:15.9, , ,01:15.9,78th,+0:14.71,01:41.8,01:28.7, , , , , ,01:28.7,85th,+0:28.41
E,81st,290,Sam Hunt, ,Ebike | Male Under 35,07:19.6,+1:35.83,02:11.0,02:01.2, , , , , , ,02:01.2,63rd,+0:21.34,02:38.2, , , , , , , ,02:38.2,95th,+0:42.90,01:13.5,01:11.2, , , ,01:11.2,52nd,+0:10.02,01:29.0,03:05.2, , , , , ,01:29.0,87th,+0:28.75
E,82nd,139,Jay Johnson,South Wales Syndicate,Ebike | Male Under 35,07:20.0,+1:36.28,02:20.1,02:05.2,02:06.7, , , , , ,02:05.2,75th,+0:25.30,03:35.6,02:40.7,02:21.4, , , , , ,02:21.4,64th,+0:26.16,01:20.6,01:27.3, , , ,01:20.6,93rd,+0:19.40,01:41.1,01:32.8, , , , , ,01:32.8,91st,+0:32.60
E,83rd,314,Brittany Littlewood, ,Ebike | Female 35-49,07:20.2,+1:36.42,02:22.9,02:11.6,02:10.5,02:08.3, , , , ,02:08.3,83rd,+0:28.43,02:41.4,02:31.4, , , , , , ,02:31.4,87th,+0:36.07,01:18.4,01:18.1, , , ,01:18.1,87th,+0:16.95,01:39.6,01:35.2,01:22.4, , , , ,01:22.4,73rd,+0:22.15
E,84th,24,Sam RoseInstagram, ,Ebike | Male Under 35,07:23.9,+1:40.12,02:20.2,02:06.6, , , , , , ,02:06.6,79th,+0:26.78,05:28.0,02:30.4,02:41.2,02:27.8, , , , ,02:27.8,79th,+0:32.46,01:29.9,01:15.7, , , ,01:15.7,77th,+0:14.51,01:53.8,01:43.6,01:33.8,01:40.8, , , ,01:33.8,94th,+0:33.55
E,85th,315,Peter Couldridge, ,Ebike | Male 35-49,07:24.3,+1:40.49,02:37.3,02:12.0,02:09.5, , , , , ,02:09.5,88th,+0:29.64,02:38.7,02:36.4, , , , , , ,02:36.4,94th,+0:41.12,01:18.9, , , , ,01:18.9,88th,+0:17.72,01:27.0,01:19.4, , , , , ,01:19.4,64th,+0:19.19
E,86th,146,Nigel Thomas, ,Ebike | Male 50-59,07:27.9,+1:44.08,02:18.6,02:07.9,02:09.8,02:13.3, , , , ,02:07.9,82nd,+0:28.08,02:47.3,02:30.7,02:35.7, , , , , ,02:30.7,85th,+0:35.37,01:38.6,01:21.2,01:20.0, , ,01:20.0,92nd,+0:18.77,01:37.8,01:37.8,01:29.3, , , , ,01:29.3,88th,+0:29.04
E,87th,261,Phillip Nicholson,SilkCyclesExeter,Ebike | Male 35-49,07:28.2,+1:44.39,02:50.8,02:15.3, , , , , , ,02:15.3,94th,+0:35.44,02:36.7,02:31.1, , , , , , ,02:31.1,86th,+0:35.86,01:19.9,01:16.8, , , ,01:16.8,83rd,+0:15.62,01:39.5,01:34.0,01:29.1,01:24.9, , , ,01:24.9,80th,+0:24.65
E,88th,244,Shaun Daly, ,Ebike | Male 50-59,07:29.5,+1:45.71,02:16.6,02:05.4,02:04.3, , , , , ,02:04.3,73rd,+0:24.43,02:35.2,02:36.9, , , , , , ,02:35.2,93rd,+0:39.90,01:18.0,01:15.0, , , ,01:15.0,75th,+0:13.81,01:35.0, , , , , , ,01:35.0,96th,+0:34.75
E,89th,90,Pete Anthoney,Miltech MTB,Ebike | Male 50-59,07:29.7,+1:45.89,02:18.5,02:12.4,02:09.5, , , , , ,02:09.5,87th,+0:29.60,02:44.4,02:29.7, , , , , , ,02:29.7,83rd,+0:34.42,01:22.7,01:19.1, , , ,01:19.1,89th,+0:17.96,01:31.3,01:31.9, , , , , ,01:31.3,90th,+0:31.09
E,90th,23,Jaden RoseFacebookInstagramStrava, ,Ebike | Male 50-59,07:30.8,+1:46.99,02:30.4,02:14.4, , , , , , ,02:14.4,92nd,+0:34.55,02:51.0,02:43.8,02:31.6,02:27.6, , , , ,02:27.6,78th,+0:32.31,01:25.1,01:39.8, , , ,01:25.1,99th,+0:23.91,01:48.2,01:36.2,01:23.7,01:52.6, , , ,01:23.7,75th,+0:23.40
E,91st,243,Dayne Worgan, ,Ebike | Male 35-49,07:36.4,+1:52.63,02:18.0,02:12.0,02:15.9, , , , , ,02:12.0,91st,+0:32.14,02:38.0,02:34.2, , , , , , ,02:34.2,92nd,+0:38.91,01:20.1,01:17.1, , , ,01:17.1,84th,+0:15.86,01:33.1, , , , , , ,01:33.1,92nd,+0:32.90
E,92nd,110,P.J. Wogan, ,Ebike | Male 35-49,07:37.3,+1:53.53,02:22.9,02:16.1,02:11.3, , , , , ,02:11.3,90th,+0:31.39,02:40.8, , , , , , , ,02:40.8,99th,+0:45.56,01:21.6,01:17.3,01:15.4, , ,01:15.4,76th,+0:14.16,02:31.6,01:29.9,01:38.5, , , , ,01:29.9,89th,+0:29.60
E,93rd,161,DJ Morton,DJM Racing,Ebike | Male 35-49,07:46.5,+2:02.71,02:21.7,02:17.2,04:05.6, , , , , ,02:17.2,95th,+0:37.34,03:03.2,02:29.9, , , , , , ,02:29.9,84th,+0:34.61,01:28.3,01:25.3,01:26.4, , ,01:25.3,100th,+0:24.15,01:39.1,01:34.0, , , , , ,01:34.0,95th,+0:33.79
E,94th,237,Paul Coley, ,Ebike | Male Under 35,07:48.5,+2:04.68,02:25.2,02:20.0,02:22.2, , , , , ,02:20.0,100th,+0:40.09,02:33.9,02:26.8, , , , , , ,02:26.8,77th,+0:31.46,01:28.1,01:25.6,01:19.8, , ,01:19.8,91st,+0:18.66,01:41.9, , , , , , ,01:41.9,104th,+0:41.65
E,95th,301,Rene Stent, ,Ebike | Female 35-49,07:48.9,+2:05.15,02:42.4,02:30.2,02:27.4,02:20.3, , , , ,02:20.3,101st,+0:40.45,02:59.6,02:46.7,02:39.1, , , , , ,02:39.1,96th,+0:43.82,01:24.0,01:22.7, , , ,01:22.7,95th,+0:21.56,01:41.9,01:38.2,01:26.8, , , , ,01:26.8,82nd,+0:26.50
E,96th,169,Jonathan BridgesFacebook, ,Ebike | Male 50-59,07:51.4,+2:07.60,02:26.3,02:23.8,02:27.1, , , , , ,02:23.8,103rd,+0:43.90,02:40.7,02:33.0,02:37.0, , , , , ,02:33.0,88th,+0:37.66,01:25.9,01:25.9, , , ,01:25.9,101st,+0:24.71,01:41.8,01:36.3,01:28.8,01:44.7, , , ,01:28.8,86th,+0:28.51
E,97th,45,Rob Hanley,Knox Boys,Ebike | Male 35-49,07:58.8,+2:15.08,02:26.7,02:16.6,02:09.6, , , , , ,02:09.6,89th,+0:29.73,02:33.5, , , , , , , ,02:33.5,89th,+0:38.21,01:22.9, , , , ,01:22.9,96th,+0:21.72,01:52.9, , , , , , ,01:52.9,106th,+0:52.60
E,98th,272,Lee GreenoughInstagram,The Collective Race Team,Ebike | Male 35-49,08:05.7,+2:21.93,02:29.4,02:21.5,02:17.3,02:25.7, , , , ,02:17.3,96th,+0:37.43,02:53.8,03:10.7,02:56.1, , , , , ,02:53.8,103rd,+0:58.52,01:20.9, , , , ,01:20.9,94th,+0:19.76,01:53.3,01:34.3,01:33.7,01:40.0, , , ,01:33.7,93rd,+0:33.40
E,99th,133,Joshua Hastie, ,Ebike | Male Under 35,08:13.0,+2:29.20,02:31.3,02:24.5, , , , , , ,02:24.5,104th,+0:44.60,02:50.0,02:55.4, , , , , , ,02:50.0,101st,+0:54.76,01:19.8,01:24.0, , , ,01:19.8,90th,+0:18.56,01:38.7, , , , , , ,01:38.7,100th=,+0:38.46
E,100th,269,Steffan OwenInstagram, ,Ebike | Male Under 35,08:14.6,+2:30.85,02:25.7,02:26.6, , , , , , ,02:25.7,105th,+0:45.85,02:58.2,03:25.3,02:40.4, , , , , ,02:40.4,98th,+0:45.12,01:34.5,01:26.3, , , ,01:26.3,102nd,+0:25.12,01:48.7,01:42.2, , , , , ,01:42.2,105th,+0:41.94
E,101st,156,Andy Musson,Wheelpro.co.uk,Ebike | Male 50-59,08:25.9,+2:42.13,02:42.2,02:18.5, , , , , , ,02:18.5,97th,+0:38.64,03:10.0,02:45.6, , , , , , ,02:45.6,100th,+0:50.30,01:41.3,01:26.6, , , ,01:26.6,103rd,+0:25.41,01:55.2,01:59.3, , , , , ,01:55.2,109th,+0:54.96
E,102nd,138,Andy Merrett,South Wales Syndicate,Ebike | Male 50-59,08:30.3,+2:46.53,02:27.2, , , , , , , ,02:27.2,107th,+0:47.34,03:02.3, , , , , , , ,03:02.3,109th,+1:07.00,01:24.0, , , , ,01:24.0,98th,+0:22.81,01:41.6,01:36.8, , , , , ,01:36.8,99th,+0:36.56
E,103rd,5,Katie DrakeInstagram,Team Fat Creations,Ebike | Female 35-49,08:38.1,+2:54.31,02:36.2,02:31.4,02:29.1, , , , , ,02:29.1,108th,+0:49.24,03:14.0,02:56.2, , , , , , ,02:56.2,104th,+1:00.90,01:35.2,01:31.5, , , ,01:31.5,105th,+0:30.31,01:41.3,01:50.9, , , , , ,01:41.3,103rd,+0:41.04
E,104th,28,Michelle LambertInstagram,Zerobikes,Ebike | Female 35-49,08:38.2,+2:54.40,02:36.6,02:27.4,02:27.0, , , , , ,02:27.0,106th,+0:47.10,03:13.3,02:57.0, , , , , , ,02:57.0,105th,+1:01.71,01:35.3,02:06.7, , , ,01:35.3,109th,+0:34.12,01:49.5,01:38.9, , , , , ,01:38.9,102nd,+0:38.65
E,105th,214,Paul Steddy, ,Ebike | Male 60+,08:43.1,+2:59.31,02:48.5,02:36.6, , , , , , ,02:36.6,110th,+0:56.79,03:36.9,03:00.6,03:00.6, , , , , ,03:00.6,108th,+1:05.27,01:36.6,01:32.4,01:29.7, , ,01:29.7,104th,+0:28.47,01:56.5,01:39.8,01:36.2,01:39.1, , , ,01:36.2,98th,+0:35.96
E,106th,371,Nick HillInstagramStrava,Knox Boys,Ebike | Male 35-49,08:48.0,+3:04.19,02:34.6,02:19.8,02:14.7, , , , , ,02:14.7,93rd,+0:34.84,02:53.5, , , , , , , ,02:53.5,102nd,+0:58.17,01:45.3, , , , ,01:45.3,112th,+0:44.16,01:54.5, , , , , , ,01:54.5,108th,+0:54.20
E,107th,29,Cain Davies, ,Ebike | Male Under 35,08:51.4,+3:07.65,03:06.2,04:41.4, , , , , , ,03:06.2,113th,+1:26.35,02:57.9, , , , , , , ,02:57.9,106th,+1:02.57,01:23.1, , , , ,01:23.1,97th,+0:21.91,01:24.3,01:46.5, , , , , ,01:24.3,79th,+0:24.00
E,108th,49,Rhys Paul,Knox Boys,Ebike | Male 35-49,08:52.9,+3:09.08,02:33.3,02:22.9,02:18.6, , , , , ,02:18.6,98th,+0:38.75,03:00.5, , , , , , , ,03:00.5,107th,+1:05.21,01:32.1, , , , ,01:32.1,108th,+0:30.95,02:01.6, , , , , , ,02:01.6,111th,+1:01.35
E,109th,83,Rhodri Smith,Knox Boys,Ebike | Male 35-49,09:01.7,+3:17.91,02:43.6,02:27.5,02:22.4, , , , , ,02:22.4,102nd,+0:42.55,03:08.8, , , , , , , ,03:08.8,111th,+1:13.47,01:31.7, , , , ,01:31.7,107th,+0:30.51,01:58.8, , , , , , ,01:58.8,110th,+0:58.56
E,110th,232,Elizabeth GreavesInstagram,Cannondale,Ebike | Female 35-49,09:03.8,+3:20.04,02:43.6,02:34.5, , , , , , ,02:34.5,109th,+0:54.60,03:04.6,03:04.8, , , , , , ,03:04.6,110th,+1:09.31,01:35.2,01:31.6,01:34.9, , ,01:31.6,106th,+0:30.46,02:08.4,01:59.3,01:53.1,01:59.4, , , ,01:53.1,107th,+0:52.85
E,111th,225,Lawrence Everest, ,Ebike | Male 35-49,09:58.1,+4:14.29,03:27.3,02:57.5, , , , , , ,02:57.5,112th,+1:17.68,03:16.8,03:10.5, , , , , , ,03:10.5,112th,+1:15.22,01:38.9,01:39.8, , , ,01:38.9,110th,+0:37.67,02:11.1,02:12.7, , , , , ,02:11.1,112th,+1:10.90
E,112th,32,Matthew Hill, ,Ebike | Male 35-49,10:39.2,+4:55.42,02:49.0,02:42.3, , , , , , ,02:42.3,111th,+1:02.39,03:47.7, , , , , , , ,03:47.7,113th,+1:52.46,01:39.6, , , , ,01:39.6,111th,+0:38.46,02:29.5, , , , , , ,02:29.5,113th,+1:29.29
E,113th,52,Ben Allen,Ride Bike Wales,Ebike | Male 35-49,13:53.4,+8:09.61,05:39.0, , , , , , , ,05:39.0,114th,+3:59.19,06:49.1,02:39.3, , , , , , ,02:39.3,97th,+0:44.02,03:56.3, , , , ,03:56.3,113th,+2:55.12,01:38.7, , , , , , ,01:38.7,100th=,+0:38.46
E, ,362,Benjamin KilleenInstagram, ,Ebike | Male 35-49,DNF, ,02:28.4,02:19.7,14:18.2, , , , , ,02:19.7,99th,+0:39.80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
